CUST_NUM,ACT_TIME,AMT_100pf
9305,29Aug2023 18:27:21.000,
9310,29Aug2023 18:41:25.000,
9333,29Aug2023 19:13:21.000,
9338,29Aug2023 17:58:26.000,
9350,29Aug2023 17:23:33.000,
9356,29Aug2023 11:16:47.000,50000
9356,29Sep2023 11:16:47.000,50000
9356,29Oct2023 11:16:47.000,50000
9363,29Aug2023 17:23:50.000,
9373,29Aug2023 19:35:44.000,
9383,29Aug2023 16:18:10.000,
939,16Aug2023 19:14:05.000,
9442,10Aug2023 16:46:04.000,50000
9442,10Sep2023 16:46:04.000,50000
9442,10Oct2023 16:46:04.000,50000
9472,29Aug2023 17:27:05.000,
9476,29Aug2023 19:22:23.000,
9478,29Aug2023 16:59:58.000,
9481,29Aug2023 17:27:28.000,
9580,29Aug2023 17:05:49.000,
9629,01Aug2023 23:02:51.000,
9635,02Aug2023 2:10:41.000,
9665,01Aug2023 23:05:04.000,
9667,02Aug2023 2:14:18.000,
968,16Aug2023 20:01:59.000,
9682,02Aug2023 1:42:37.000,
9691,02Aug2023 0:36:19.000,
9709,02Aug2023 15:23:53.000,30000
9709,11Aug2023 15:34:27.000,30000
9709,20Aug2023 8:46:38.000,30000
9709,29Aug2023 11:27:15.000,30000
9709,06Sep2023 17:48:19.000,30000
9709,20Sep2023 11:47:07.000,30000
9709,27Sep2023 11:47:07.000,30000
9709,04Oct2023 15:46:10.000,30000
9709,12Oct2023 9:51:58.000,30000
9709,19Oct2023 9:51:58.000,30000
9709,26Oct2023 11:01:01.000,30000
9725,02Aug2023 1:16:28.000,
9732,01Aug2023 23:06:27.000,
9736,02Aug2023 1:50:48.000,
9739,02Aug2023 1:20:12.000,
9743,02Aug2023 2:17:10.000,
9748,02Aug2023 1:51:08.000,
9752,02Aug2023 1:51:11.000,
9754,02Aug2023 1:26:15.000,
9757,02Aug2023 1:51:24.000,
9766,29Aug2023 16:27:13.000,
9797,02Aug2023 2:18:07.000,
9804,02Aug2023 2:18:15.000,
9805,01Aug2023 22:48:15.000,
9818,03Sep2023 19:04:54.000,
9832,03Sep2023 19:05:17.000,
9841,02Aug2023 0:22:17.000,
9860,01Aug2023 23:29:27.000,
9876,02Aug2023 1:53:52.000,
9893,02Aug2023 2:20:07.000,
990,04Aug2023 17:52:03.000,30000
990,12Aug2023 10:27:47.000,30000
990,20Aug2023 20:45:04.000,30000
990,29Aug2023 18:13:37.000,30000
990,07Sep2023 13:37:56.000,30000
990,14Sep2023 13:39:54.000,30000
990,21Sep2023 13:39:54.000,30000
990,29Sep2023 12:59:48.000,30000
990,07Oct2023 13:19:25.000,30000
990,14Oct2023 13:19:25.000,30000
990,25Oct2023 10:22:45.000,30000
9904,02Aug2023 2:24:07.000,
9907,02Aug2023 0:44:58.000,
9910,02Aug2023 0:23:43.000,
9925,02Aug2023 0:45:19.000,
9927,02Aug2023 1:24:43.000,
9936,06Aug2023 10:33:44.000,30000
9936,13Aug2023 10:33:44.000,30000
9936,20Aug2023 10:33:44.000,30000
9936,30Aug2023 10:59:57.000,30000
9936,08Sep2023 16:20:22.000,30000
9936,20Sep2023 14:47:05.000,30000
9936,27Sep2023 14:47:05.000,30000
9936,04Oct2023 16:08:10.000,30000
9936,14Oct2023 15:58:38.000,30000
9936,21Oct2023 15:58:38.000,30000
9936,28Oct2023 15:58:38.000,30000
9938,01Aug2023 22:50:42.000,
9953,02Aug2023 1:25:27.000,
9976,02Aug2023 0:46:21.000,
9981,02Aug2023 0:25:10.000,
9990,02Aug2023 2:25:23.000,
9997,02Aug2023 1:30:11.000,
